"","Pop","Ppop_ID","Latitude","Trichomes_Garden","Trichomes_Field","SLA_Garden","SLA_Field","Conc_Garden","Conc_Field"
"113","ECO","Eco2",30.15618,NA,64,NA,128.472222222222,NA,0.392868101122314
"114","ECO","Eco3",30.15618,NA,36,NA,187.8,NA,0.257679518793463
"115","ECO","Eco4",30.15618,NA,24,NA,116.774193548387,NA,0.289495929315577
"116","ECO","Eco5",30.15618,NA,204,NA,108.222222222222,NA,0.265639712292611
"117","ECO","Eco6",30.15618,NA,56,NA,97.2222222222222,NA,0.344764923901241
"118","FLAT","FLAT-1",32.397905,94.8928571428571,NA,227.212560386473,NA,0.839197002762727,NA
"119","FLAT","FLAT-3",32.397905,66.75,NA,203.75,NA,0.902502681689891,NA
"120","FLAT","FLAT-5",32.397905,106.25,NA,175.33950617284,NA,0.805525905465599,NA
"121","FLAT","Flat1",32.397905,NA,115,NA,115.766590389016,NA,0.383890877920403
"122","FLAT","Flat2",32.397905,NA,148,NA,82.0224719101124,NA,0.764951559607776
"123","FLAT","Flat3",32.397905,NA,95,NA,157.826086956522,NA,0.265848619619659
"124","FLAT","Flat4",32.397905,NA,72,NA,106.772486772487,NA,0.448755066589461
"125","FLAT","Flat5",32.397905,NA,113,NA,114.189944134078,NA,0.374293628904943
"126","FLAT","Flat6",32.397905,NA,101,NA,106.219081272085,NA,0.0422224616112745
"127","GRE","GRE-1",33.3606805,NA,96,NA,222.5,NA,0.07424038710188
"128","GRE","GRE-10",33.3606805,NA,144,NA,269.545454545455,NA,0.0951120841420194
"129","GRE","GRE-11",33.3606805,NA,108,NA,127.191011235955,NA,0.134420446900949
